pd,w,pb,P.I,O,k,n,D60,Ya,Suction
1.7408262958384197,14.115874588658308,26.255545890678064,9.984969910731332,0.26126284702652314,1.7206634638108984e-10,0.2630728596621907,0.06240337799755856,58.77683944512262,561.1580277438688
1.5557655132122101,17.937843348097232,29.415490598517557,9.3,0.2983784334809723,1.2930743944168122e-09,0.3379910989002374,0.058,35.36037643195026,406.30722468287183
1.6142338806669256,19.85473074309938,33.57680723476281,22.605079694641308,0.30244515818658385,3.661747163107144e-10,0.37447418501310564,0.1231677372798758,41.897850755590056,952.5537311102486
1.6778833021849757,15.277612253217555,27.309769713205576,14.3,0.2944138214007809,3.024373443173412e-10,0.31184667912600966,0.065,27.211669781502422,163.50093445072685
1.6759400092303463,16.458597138592637,29.252085370981312,14.3,0.3042779880005497,2.422459806378778e-10,0.3130299953848268,0.065,27.40599907696537,100.0
1.775979050944556,12.940667751142275,24.56247252815924,24.0,0.26421021266452893,2.2279704054865677e-10,0.31940798682738797,0.13,30.0,799.9345342017378
1.6581314384493764,16.21868561550624,28.54906571922469,16.9291650986317,0.25487069202006607,1.4187899510933658e-10,0.33194458229431406,0.08261811664031551,30.0,864.4760258437268
1.7243310852785638,17.205967335964488,31.310163668624455,13.94388830178554,0.3294927818875012,7.547050499286864e-11,0.2907718967560738,0.06450144362249975,30.28488935857157,164.10010567860292
1.6865063344836617,16.08675112644882,28.821554646243193,22.948142591808047,0.31273502252897645,3.5479687605626176e-10,0.3484092764357281,0.1229514709760333,30.0,456.6244367755895
1.6517895388243249,18.755261529391877,32.6125091616304,12.78246156869374,0.29075446196171234,1.335876921565313e-10,0.31569649231373875,0.06287544619617123,31.642092235135024,373.15691763512683
1.813197716826588,12.329455102581974,24.078599259754853,24.0,0.2574198580024421,8.267859556803947e-11,0.3051253069766223,0.13,31.48901573185622,731.9771682658796
1.712967376799027,15.901097869602918,28.944399613476655,19.15379561054301,0.3053955459441654,2.818219226103061e-10,0.31841719044910904,0.10626348870470047,58.02227027917307,500.0
1.773444714381237,15.82564297435962,29.825094067603633,10.103022488298452,0.2940546273801563,6.21127248508636e-11,0.24866454037907557,0.06193317137125773,110.35667268670963,500.0
1.7376117134129871,16.164368224103896,29.562509626145456,18.837163084909093,0.3130830124618182,5.631652263678076e-10,0.3113703769438961,0.10471263551792209,30.512133955844156,240.48535823376616
1.6521352946882388,18.30148037028417,31.87293919153121,22.72853930793198,0.30037421529636993,1.5434756863125493e-10,0.36137843156274635,0.12147990257892564,30.393235265588046,447.568631254927
1.6474285229377543,16.234858743054104,28.310916094421763,14.61199456902849,0.28952571477062244,2.999987138040019e-10,0.3232685670643979,0.06369142275253054,66.84571137626526,500.0
1.6312066716993825,16.992092799865457,29.286655226974847,18.169627290723426,0.31041052920650636,2.5654512320417084e-10,0.3464965337359506,0.06812066716993825,28.631065962086453,100.0
1.8251089969415926,14.016512097869038,27.278250744844193,24.0,0.2916479586543007,1.0109706854554051e-10,0.3004911878492509,0.13,35.60644742107384,371.9318299723931
1.5883177556713566,16.915887783567822,28.469298933628604,24.0,0.3086331782725379,2.854997752828743e-09,0.39167289773145747,0.13,27.663551134271284,100.0
1.6362321349093556,17.192680876286865,29.760639335297572,13.520008901521685,0.28037678650906445,3.828191780858966e-10,0.32234647148947954,0.06252143810877323,30.0,439.10785815799244
1.67,18.42811873076384,32.4449582803756,18.271680653678924,0.3004693142312547,9.504651464745716e-11,0.33137424769166035,0.06820296826909591,51.06137153749053,676.5342884372633
1.6565214628651062,15.67388449606098,27.636469359224144,18.065320530360335,0.2945652358089929,2.7510617762344624e-10,0.3343049279832768,0.0673914148539575,48.60773793236834,404.3349337049584
1.754127957413399,13.605813617244007,25.610494302050817,24.0,0.2584753138144745,7.263511570049028e-10,0.32758428299153036,0.13,64.93748192686536,444.6655001308539
1.61084945208596,20.21068127770773,34.1182758941679,23.113961412979933,0.30621642846045843,3.6803580266715735e-10,0.3782601635974211,0.125660219165616,44.52060503581668,969.8626330945556
1.707287144111858,17.764122048265175,32.028864872116024,23.760775435318386,0.24334292099430446,9.306090214446465e-11,0.3449753376737441,0.12839694879337066,63.235467886069074,1465.472743241829
1.5645626936695376,20.88254643045208,34.1240561033792,14.3,0.3209907119001073,1.9961111811883794e-10,0.35717492253218497,0.065,61.06811139289547,611.6486075888067
1.7088632759849767,15.714911936836018,28.012979352583425,12.79746807379587,0.2738638045403441,3.6631889482052075e-10,0.2921440555159519,0.06289645530331422,38.19696168855504,1349.7468073795867
1.61,19.043023683881195,32.269268131048726,19.897668425663294,0.3299984967488113,3.6579202969871144e-10,0.3604185789671284,0.0693546447417821,29.59157565336641,148.40164436634234
1.7528690280169825,15.7,29.27291276788361,22.59417627167852,0.31299168038811215,2.2793935762606884e-11,0.3206798187507504,0.12311433275924175,42.650741378620296,138.25370689310148
1.7903885384648244,12.88445846140703,24.480757145982658,23.276499519278687,0.24602300865298363,1.6714929538080386e-10,0.31401772692181734,0.13,32.06714423063232,1103.357211531616
1.6201173287023911,18.651946871751242,31.625992770437563,19.850986345808543,0.32597066782440215,3.2855386172148217e-10,0.3607050670305264,0.10219733118325314,47.109334656459616,500.0
1.55980296123334,21.1371924801671,34.53615586037916,9.3,0.343687186828327,3.246100290017497e-10,0.336078815506664,0.058,29.059111629997993,100.0
1.6928474974634615,17.528880081169234,31.19676133751058,22.666441607480767,0.30776068301203846,1.597189529031694e-10,0.3510989676474616,0.13,36.90508341788462,633.423357007693
1.6519206601306236,18.919666137256904,32.85457882542628,15.462337039201659,0.24158079339869376,1.2606559135430511e-10,0.327576198039187,0.08818287529404895,50.06095843134965,1209.6033006531175
1.5915097955705897,18.756588586035242,31.340831771725824,11.375489778529476,0.30360334327099847,2.8166233326278495e-10,0.3329433347529998,0.060905685689941265,31.169804088588208,473.58816013530543
1.6366375547543475,17.668122262282637,30.500240163590256,23.27210697949731,0.29137609169671197,6.816039295269804e-10,0.36839355884410363,0.11752183393423957,41.48689963945626,183.18777377173623
1.7172441418127806,16.501092640515065,29.888227518276338,18.75962124675571,0.2838963215156016,3.8011618482812515e-10,0.3163315530539858,0.09488405990094032,34.0,316.09809291729033
1.6710436386224994,16.53738168265002,29.28367399930203,23.373054703574976,0.30562618317349977,3.505663160305433e-10,0.356,0.11925236634699957,30.0,589.5636137750037
1.6991232773697238,17.083652384284356,30.738141292411548,14.629594088835292,0.32183652384284356,1.823351817067344e-10,0.3024548233647731,0.08410413431266266,32.54977031596319,245.0229684036814
1.7017314630441427,17.63775837110235,31.612091580747276,16.638517043531426,0.23806865158382245,9.235738612535157e-11,0.31041342684779283,0.0658626968323551,36.72387631985204,1327.6123680147957
1.660916278763888,18.312976744623015,32.07553859941626,13.975581384424576,0.31148093021507933,2.1709674725357911e-10,0.3181411628627978,0.0645458139381944,28.583953508035766,125.95348924603394
1.6983931951383129,16.289640829170125,29.30663818841245,20.5,0.29111417755573993,1.4792531294342367e-09,0.3282346879203665,0.07,34.69555768399033,336.78639027662547
1.6695945375543195,18.31824581005561,32.25328016139013,14.3,0.3126690130353724,1.2506986914960948e-10,0.31616218497827214,0.065,29.0542023587687,108.10924891360538
1.6985956368701172,17.099435139697267,30.616277757575197,11.701506294140618,0.2801385534453125,1.30878103529712e-10,0.3444877613601075,0.06607210102416992,34.28840409667967,892.7898975830082
1.5883101890676241,17.19341549981781,28.83469120479777,16.25025746910299,0.32790123249726716,1.122560314858643e-10,0.35691075046800985,0.06657278828153468,28.741769374772268,100.0
1.525913535204284,20.134585918286326,32.23988453227876,9.3,0.32770149581515173,1.0990005579958533e-09,0.35063458591828633,0.05800000000000001,35.77406056128525,704.3232397857906
1.691958981302582,17.780182305321855,31.762311877500725,9.3,0.3255945308403443,2.0985434796028603e-10,0.2797175468872288,0.058,34.30068364495696,140.09115266092857
1.639908026259115,16.841296773374737,29.204005885279788,14.3,0.2442754641725374,6.65170128871941e-11,0.32703678949635395,0.065,33.669808633049065,954.1273920868866
1.6,18.766348620072492,31.626157792115986,13.308557238819226,0.29214744137793885,2.4147435374094173e-10,0.34333766894997386,0.08376929653526645,55.41023448824452,857.906896323145
1.8019448198272792,14.757765765527065,28.223812454650464,24.0,0.2814557207240028,9.916980900962964e-11,0.30944800300011865,0.13,41.3202777759378,598.9407656926637
1.696121689873731,17.458174651894034,31.28353600189651,11.557605617108191,0.3050608449368655,1.049178000842227e-10,0.32878135237311223,0.065,30.0,593.6309889205259
1.6491643982672093,15.091916190606957,26.53737292487076,19.564126059274614,0.2937465974008142,3.3502874669046624e-10,0.34415623202916357,0.06899727792065138,26.33424069311621,100.0
1.693980411708643,18.107771338325453,32.32986784027234,24.0,0.25061175297481425,1.346971594238322e-10,0.35111657007488173,0.13,60.50481710006755,1427.1836895847407
1.7992431316994955,14.446538465831031,27.71592184582729,24.0,0.3114186813309458,5.716197789197448e-11,0.3101980769874655,0.13,31.418681330945805,68.66346164577578
1.6572094292920752,17.16282878762256,30.105646656126652,23.02330025222632,0.295,2.0013745390288743e-10,0.3595350868673203,0.11325657575245121,28.88377171683008,388.37717168300804
1.6173545567527874,16.85789549056298,28.832951136192577,12.944456918085312,0.2738850544438404,4.474393820654815e-10,0.3291648118123468,0.07585040123143827,54.82687714495534,747.9222393255313
1.7433632110115773,16.29044181548481,29.944750056913463,12.809558184515192,0.26656690729160637,9.625089232156304e-11,0.278500594881042,0.06291338145832126,35.78853017858177,649.044181548481
1.6766462678750251,18.98220078874941,32.94526487388699,18.575705801250784,0.33365775644999773,1.534217594917336e-10,0.33349962464999383,0.09365163681250524,51.04584026249653,323.68223499996776
1.769411992999303,15.844110227522656,29.717578498579734,16.67746943411032,0.32209800116678283,5.931746554690618e-11,0.2862450999416608,0.08093149620795576,29.264700175017424,82.84300408373996
1.6223126302526496,19.798745906345292,33.70862721402861,20.90810695070425,0.30859375930376065,3.0448701248293953e-10,0.36436861788659813,0.10928112905111095,36.17497767097433,713.1233253230748
1.6337968598584327,19.51209178875351,33.28912321403783,20.954957728863516,0.29742986714785674,3.5108343000078905e-10,0.3740012077467567,0.13,38.310157007078374,1308.9177538773235
1.6833708548665187,17.888117694104544,31.78158929263346,9.3,0.29136272763626236,1.214491546696331e-10,0.28355534791434917,0.058,126.62914513348134,1451.844930478305
1.7207989767743397,16.430025580641505,29.88348307373864,22.426389303950536,0.3101331627957233,1.4246076359364783e-10,0.3333801534838491,0.11945518605740049,37.757874415756795,246.00511612830093
1.6335129401553772,16.813576582908517,29.074793809310574,11.116376756494404,0.2825948239378492,4.973359672569179e-10,0.3157850021698236,0.06967670772032117,31.62176496115572,327.0470945618004
1.6379113677072135,16.1313294843918,28.05778497313239,9.689878027986797,0.28170571637244224,6.247243573572952e-10,0.30454116928955677,0.05841772645855728,29.89556838536068,100.0
1.7182225427622795,17.45332371713161,31.701544817463628,10.670423793713283,0.3277259152412574,5.786921519021961e-11,0.2758371866223972,0.0599185933111986,32.903660965029374,100.0
1.6085227574586136,19.988634552483184,33.7139180245816,23.701703488948525,0.3054659036574495,3.937443385271056e-10,0.381971573099418,0.12488634552483185,42.55682723758407,957.3862127069322
1.698856463740547,14.294295523747653,25.95377763116967,22.39997358991016,0.2716574673239609,5.848934371442512e-10,0.3398572560432422,0.10257097582703131,49.88538227315629,317.13983884687536
1.6174324348919988,19.77364854616672,33.569053936814726,19.72905345146031,0.3011891883693337,3.2012972015381827e-10,0.3803175666247338,0.1111148622003347,37.094594184666875,1000.0
1.7437936314567326,16.111436006173495,29.763193814958086,10.12287201234699,0.3020641457210005,5.0348432351495925e-11,0.26158435389385837,0.05915202081728579,101.01117579010116,434.1702390122408
1.771656744614753,15.152753012323798,28.365598750602572,17.506770729184346,0.2981656744614753,1.2626250035708225e-10,0.32101215332332006,0.10128844199979474,28.325148830778705,458.4647886184478
1.553852260746131,20.692613037306543,33.708299944240025,13.61453203566654,0.34645115673157756,3.476116727498243e-10,0.35656472120836263,0.06262271289535701,35.08180859690467,254.09042984523356
1.7262318814793365,17.043271280472307,31.121753677081866,16.69710103669385,0.25535403936682594,8.122753837215065e-11,0.3001904753432106,0.0659254653964577,67.25673227804324,1500.0
1.5765490157304312,19.676078741565526,32.56580433257432,15.866275595479337,0.3169686319100044,1.7691921851678543e-10,0.35652157483131053,0.06503529528087072,49.92940943825856,500.0
1.68,15.585874099646823,27.86426848740666,13.634699828195135,0.29820163979383413,2.948085670556473e-10,0.3075404391066147,0.0640685797594732,40.705183539180254,286.2840481053627
1.6474631080736466,18.25588348378981,31.70809136471668,19.514359014637733,0.30298524322945863,5.340502233828103e-10,0.3463494159568869,0.10802951354108278,34.0,100.0
1.675970931020264,15.315179686830607,27.28566737240007,9.3,0.2731328222597678,4.006134487926804e-10,0.2866306022004327,0.058,39.81025391461745,230.80338552823258
1.8011902362208445,13.327707372939313,25.785032186113536,16.140877022240115,0.2813375576236412,1.3287024767340367e-10,0.26989170508242744,0.09150633643546179,44.64292913374668,281.2780816018467
1.670846747335977,17.05090960810202,30.132634533156995,12.337089254073538,0.2875423373667988,2.360217737032263e-10,0.3542379273976208,0.06635584341699712,40.84674733597692,864.4156583002884
1.5933833890799107,17.07206440273798,28.804131132120343,19.34696955619231,0.3288970508532315,3.2089367524533624e-09,0.3643962378828399,0.06876461023877747,27.72064402737981,100.0
1.626686492410339,19.132540303586435,32.74711973698094,18.644435749789928,0.2745386602001614,1.5717400219182547e-10,0.34920730944119527,0.0680118954462035,31.656753794830422,1000.0
1.6126556380690258,18.997151539699196,32.1852770345541,11.95768399449538,0.30528210670336414,3.5006107819609045e-10,0.32641258801185785,0.07101722772814063,62.225822329027125,1090.3974147787544
1.5992058794838073,18.79254875182202,31.671709321141986,13.329804992711916,0.27330294949695866,1.3811699348287533e-09,0.33658824103238527,0.062317648206477054,35.322547776316526,676.1763845142211
1.7547942354477883,16.306858818407054,30.34768326410333,14.3,0.3146714704601764,5.176082495455256e-11,0.28032887641168114,0.065,30.986282363185893,198.62823631858905
1.8005303699659527,15.351679230745653,29.360153236266598,23.247201282090582,0.30961167142900936,7.78974253679735e-11,0.3058408890102142,0.11709487912155282,33.45256043922359,186.03413918964787
1.5798651848665264,17.360224345907966,28.824161466777127,12.790562940656857,0.29165243041400296,1.3588911799294334e-09,0.3452007478196932,0.07509663481138051,44.83595762188274,500.0
1.595190495584527,17.765874632043918,29.953891830319932,22.22777551513851,0.3241396967619865,1.8747472462571354e-09,0.37879680470983784,0.09961900883094596,27.519049558452704,100.0
1.647808463561337,18.55890125845107,32.21953437284002,16.59312543199518,0.32050675563482084,2.1920445304238467e-10,0.333383370210286,0.06684929470322191,28.369858940644384,100.0
1.6162960095647896,19.55238832547684,32.894906729302754,20.5,0.3197143686616145,1.5998744935643166e-10,0.36088371052811835,0.07,42.010571770171055,500.0
1.5820361720245606,17.64909569938598,29.44957527784002,14.3,0.33492007025766113,7.352496912888707e-11,0.35181826165643304,0.065,29.449095699385985,100.0
1.6131499772042055,19.79204597263169,33.47201627278745,20.5,0.31570637234021237,1.352122230693439e-10,0.3622231907292651,0.07,51.59635866273577,741.5908054736619
1.6474820170342275,16.47311132889685,28.773223681060195,14.142626064639229,0.23714747870721545,5.336746810679287e-11,0.3232832730836494,0.06477967649049493,29.874100851711383,971.672691635061
1.6097956494831496,20.220124300481444,34.14321404569172,23.510217525842528,0.30518080795312935,3.445744864627007e-10,0.3804229210613139,0.1216037290144433,43.35850839422268,1000.0
1.5353999194552812,18.382183575521136,29.734119686539977,9.3,0.3028954710205106,1.496324138669792e-09,0.3466927616872889,0.058,37.564537033961216,500.0
1.804081936117586,11.675074010094203,22.747447156454704,23.338351454797632,0.24472063137215622,1.490531575382097e-10,0.30501924939877867,0.11865745351081658,29.24383023405444,829.8618026622485
1.6384109885822014,16.86496430661768,29.23150406386184,14.3,0.2413879947788466,1.5448463660665564e-10,0.3277804672098419,0.065,33.1869781398946,1000.0
1.6633262958646173,17.1988388176619,30.285281559329256,16.368848281968546,0.30632735148492496,1.9016766526170184e-10,0.3266779266166118,0.0666684260338456,27.332629586461756,100.0
1.761279895770453,14.882207556642154,27.949525785756023,21.264625275665132,0.29272220585335523,1.0388381749667631e-10,0.31123416416153643,0.11167016937301379,36.40998697130663,494.796351965857
1.7799999999999998,15.763467860137098,29.838972791044036,16.408400335355132,0.2755943205602412,4.494324408443097e-11,0.27627264447403366,0.06561614321645193,67.39910489717546,500.0
1.673577956175067,17.59587198954575,31.02542228680523,22.827982208670413,0.2829587198954575,5.056353871451926e-10,0.3512064352341841,0.10990826643434996,36.00917335656501,233.94489043766697
1.71,17.51258311642638,31.656517129089114,11.174168835736177,0.30513514020401866,8.322844030952433e-11,0.28212051171297536,0.060623836370030645,33.62516623285276,624.7672740061295
1.7823603454408536,13.109607053186465,25.091944052182125,14.690024469598534,0.23885481828262844,3.2225429651211336e-10,0.2708652536929302,0.06761356603339223,40.0,1479.8956458969826
1.6377476508491113,17.60964864400457,30.213038838569105,18.165601254331644,0.2718489854234078,7.91114874034194e-10,0.34683414135570845,0.09090351355995432,59.1732806781412,800.7422033849668
1.6272823549010695,18.129372359563277,31.057524822412923,13.534176950762037,0.2371033327780303,4.877178813225048e-10,0.32796176617580214,0.07873882588128345,36.25548977143494,1144.0196241755793
1.6990189761345837,15.921316039850282,28.551897773337338,9.3,0.2528094471020566,1.5545094880672916e-10,0.27684901022803554,0.058,52.716996590654816,682.0750852336296
1.6576301688854453,17.04218986687328,29.760771404721645,21.98294408900941,0.29662656960061984,4.2684273382879014e-10,0.3529982003575872,0.09542189866873277,57.28905066563361,711.849155572773
1.6,18.214189472156576,30.742703155450517,11.018119291908757,0.2909204210492368,1.948066805726409e-10,0.3294314385580175,0.06904505259084201,60.31831580305267,653.4035082061389
1.7798929236116487,15.800229449403611,29.90257741369762,20.491433888931905,0.2650114724701805,3.849740203337335e-11,0.2960045889880722,0.06999082202385562,39.99235168654634,499.6940674618537
1.6761808644646976,15.244347985478196,27.186647135677497,20.5,0.2860226080580872,3.8441897610479906e-10,0.33752765421412095,0.07,66.12939047551338,500.0
1.7470206107849084,16.57448473037729,30.697250188465972,20.5,0.2381600571809414,6.210258146875227e-11,0.30919175568603663,0.07,36.08002859047071,1481.3788174056774
1.646022961381742,19.372721029820212,33.155176137136394,17.03892650236167,0.31021725053366206,1.524961495905105e-10,0.335634873924568,0.06720881169545295,56.74712982728225,500.0
1.575063705799682,17.610666195071595,29.296254115806114,23.136148514944317,0.3186767383303659,2.6150098190387554e-09,0.3920382234798091,0.11519111739904542,29.455405940222736,198.72588400636386
1.6,20.203867555372383,33.92618808859581,12.208291550426722,0.31598894001236416,2.0143655988460123e-10,0.3366574844133051,0.07669615996702892,62.209933347071285,1129.8344442154785
1.8086750429475307,12.984719836248303,25.212453064800435,19.030947403052107,0.27434913374022657,17702899959.807884,0.27913249570524695,0.0688152801637517,33.05222413100136,100.0
1.686729413811668,17.96460497475948,31.89890514174474,13.468907636130998,0.2781366376758446,1.3059747782190403e-10,0.3044852096015354,0.0638364706905834,31.836470690583397,1267.2941381166797
1.6105347080324404,18.973264598377977,32.16738281002113,20.687147811354162,0.332700755460506,3.9740990157758883e-10,0.36385553285190475,0.07320824819464279,29.26735401622023,100.0
1.7418575391481887,16.595670693699233,30.647487910811417,16.101812973743137,0.32477095302217346,4.0052842241488484e-11,0.2939874183372118,0.0770740044632272,30.9287695740944,100.0
1.627639546917259,18.042424595920224,30.944064259491157,18.937640130185628,0.3259282330139811,3.638127644079759e-10,0.3498963365757505,0.06874003236305293,28.49601294522117,100.0
1.6130777123939384,20.226901765363664,33.99021199927215,14.3,0.3390576173225759,1.7058364090322677e-10,0.33740352648045496,0.065,55.384457521212326,353.84457521212323
1.657534474169478,19.236490399322435,33.40818459390545,18.49111978779518,0.27585209930170396,1.3116145230251874e-10,0.34012820117288006,0.10301772957287436,49.75935727457258,975.3447416947793
1.579100391046902,17.026988268592948,28.465099089791444,20.29848759450599,0.3285501955234509,3.533295954713591e-09,0.3745322033443889,0.06978409385125642,27.17992179061965,107.1968716247861
1.5606360016431469,21.322969930166256,34.6807229166103,15.300846079692624,0.33630107922772096,3.0144115665339195e-10,0.36349187972066505,0.07170670053402274,70.0,500.0
1.7532146909789401,16.835706180421198,31.186171155085397,13.837542552788708,0.32491323635864716,5.569427009760571e-11,0.27786485091857044,0.08022469821774061,31.839265451052995,100.0
1.8425267656730475,13.400899384039308,26.467659989562573,22.870064180190397,0.30234047084614596,1.0554929344365647e-10,0.2883978587461562,0.12242826512498722,27.6989293730781,201.2376964041352
1.5580617793006613,18.03230367832231,29.59647487594438,12.050054371464814,0.3053095497006975,1.3171981736366515e-09,0.3503095497006975,0.07146965406431745,35.69045029930247,500.0
1.5353522152399277,18.946017936660656,30.635156178369222,11.298160356239743,0.3097090295892564,1.2907559787752237e-09,0.3550658439385849,0.06014088609597115,37.53522152399279,500.0
1.6473897478265054,16.268908521748696,28.459198260023506,9.3,0.2850672556524608,4.703927416494502e-10,0.298832965217212,0.05800000000000001,30.422271304371733,100.0
1.6428902528257905,17.419654635139487,30.277044337898566,16.227152805852477,0.2843410589926844,1.7984148957946705e-10,0.3313871839677621,0.06542194943484195,84.84980760471154,881.5042137631717
1.5896075663234348,17.90392433676565,30.04674421223499,10.599054209570646,0.30376997462144883,1.228808793640023e-10,0.3299120553603934,0.059818675893398905,55.16643137491962,396.0756632343485
1.6733236722825695,16.911127212862386,29.965187451466804,17.744943598733908,0.3003294689130278,1.404849739138696e-10,0.3271170687590821,0.0677781803215596,45.00217373642185,322.25442572476817
1.6580928978049656,18.9167485768262,33.02044665896006,16.808798319539363,0.32436311059733747,7.913266646779419e-11,0.33047431824397255,0.06702322445124143,73.52568175602744,702.3224451241423
1.707281006271025,17.50891153079446,31.580573283358937,11.573417189252082,0.3084592368869141,8.559422568316738e-11,0.2854546834378504,0.06118278406495291,84.53165621495839,863.4431870094174
1.6098904494421402,18.759511547922713,31.60882273703812,13.19193195994055,0.27923804619169085,6.413779494246162e-10,0.3336170255907991,0.06344870474391677,53.772908864095115,889.1931959940549
1.7407705784881156,16.388593604657856,29.931040265123258,15.66795860463867,0.2493913805232413,9.056125002918834e-11,0.291120155232605,0.0648228127906843,45.68567732557024,715.716133721488
1.6188590169640662,19.19567576240531,32.56224374384749,15.982921695428942,0.27169948982644865,5.842425296015699e-10,0.34297092880958235,0.06635719491566851,47.38553728672709,1135.7194915668501
1.704253998141309,15.370159925652363,27.94788824275475,19.25337454327574,0.2749129687201933,6.959949158597724e-10,0.3237886305363304,0.09819271601164156,28.46802849177039,814.9200371738184
1.6928406543927275,17.45265576012121,31.20612001367394,22.722863440282822,0.2734711265647676,1.205011467435069e-10,0.3435658150445251,0.10810623040484837,31.824480799595968,864.8961599191939
1.7485295571035069,16.35354986419377,29.96391722784193,20.5,0.27062620066148424,1.7554084602652554e-10,0.3164484603758343,0.0928676107241233,46.18873154597945,881.1268454020553
1.593292655174331,18.69431264342255,31.357972767450825,9.3,0.29983743907764804,1.681841810320864e-10,0.3219065160911233,0.058,55.50402988748577,410.5687356577449
1.6033451675117343,20.2152557563694,34.00294964164639,14.438266923818349,0.3337698883255105,1.5193714670109726e-10,0.34319715979718374,0.06511150558372447,33.04460223348979,131.22156344285253
1.7943046679609063,15.050029048552158,28.703385719622872,21.90969398057429,0.2645966493202213,7.861771262125924e-11,0.29954183611655427,0.0941661825241307,31.777842330115906,907.9285281587978
1.6315897792513283,19.487691390680126,33.39630692048911,17.097951876546233,0.31704613244920293,1.1955811496483736e-10,0.3421948697570669,0.06725641280366632,46.989759382731165,506.1543046599371
1.6924246627950799,15.879637765614836,28.387859345727563,13.906026976393619,0.2902551830540996,2.484755298934461e-10,0.2994152601295099,0.06293502890327887,47.25117533319623,335.4990365573707
1.603205215187985,20.243648101324276,33.77074516967873,17.219478987254544,0.33666970632939264,1.756412992425189e-10,0.3555628658231266,0.08456351898675724,59.46579746866918,379.60911392764774
1.7677753053978176,14.57797556817459,27.48897670311367,14.3,0.2764489441759719,1.974019727945305e-10,0.27488987784087293,0.065,35.55506107956353,877.7085511388935
1.5678973310945827,20.805133445270855,34.031842269449356,14.3,0.33663446741824715,2.586822854081691e-10,0.3558410675621668,0.065,61.431534020949535,420.2933397297631
1.8365245303221283,11.010780595982169,22.040753312083368,24.0,0.23469429146796258,1.1574506482418738e-10,0.2963250228146887,0.13,30.0,989.1391572566502
1.6842946069948224,15.23189830764238,27.24080598120455,22.375259370682322,0.26453371342616494,5.344010431977738e-10,0.3455337134261649,0.10214730349741125,63.965249091105775,500.0
1.6272114183248956,20.124522749056627,34.235354238694455,15.307198924114047,0.2959952721127479,1.5407268692566097e-10,0.33731248884445464,0.08742301513851777,41.52881354532882,672.1141832489567
1.769802141250537,15.252967881241945,28.6876224417456,13.545053531263425,0.27896286081871513,8.610587069726694e-11,0.2714554004498496,0.0639430749437688,38.52967881241945,500.0
1.6610671874811718,18.00533593740586,31.56924093698411,23.21561720133867,0.2948932812518828,1.5254309378276093e-10,0.3597846094493711,0.12615812506778123,35.33593740585939,553.3593740585939
1.729050556010915,16.887026579820677,30.88971929206691,15.619931380756269,0.27393984540397626,1.0675143498595609e-10,0.2979113967993763,0.07384490100506778,32.183547599532204,1309.4944398908478
1.7342713133159133,16.971860600522596,31.156629609922124,21.87626008485757,0.23796608583551082,7.330437935640692e-11,0.32254903518278,0.09359303002612973,46.403297845962705,1500.0
1.6697821497921823,17.38719449838364,30.718181288495302,14.304888025861773,0.3061036148868548,1.317065833560612e-10,0.31132412020319966,0.06336238002770905,44.277895053109,278.74600092363477
1.6340231744674338,17.769069841393243,30.6667451087702,9.3,0.30175346027056804,1.2979774615144479e-10,0.3044628254548238,0.05800000000000001,54.72095241797261,376.27936557296823
1.6671075795127148,16.760643217992072,29.46472343198407,18.673219855100726,0.2800419221236955,5.297406241852872e-10,0.33406661646479524,0.10390964826988111,43.421515902542936,244.94639850066054
1.7318728330706736,17.033744359585725,31.14575322328637,19.37208739106413,0.24586923532818883,7.517594038334738e-11,0.31041695559057686,0.06879152220471159,34.09364165353368,1359.0109238830166
1.6654181034899223,17.698168110736376,31.152630400768494,20.5,0.29422909482550386,1.3280479691274673e-10,0.3418327586040311,0.07,55.29439663085206,793.8146570464962
1.7494753536740841,16.51573938977748,30.64273304581596,20.35309902874352,0.23720668654960678,6.151705100559227e-11,0.30752781830667564,0.0698426061022252,34.9868838418521,1481.63737859294
1.6204479819600408,18.492988108451538,31.585763648856137,24.0,0.2920506414389611,7.396342003912191e-10,0.3788285982065932,0.13,33.98636576643354,100.0
1.687363222009127,15.336745551598073,27.57458891184449,14.95217109223697,0.29237310019178564,2.9432985190321625e-10,0.310684433342466,0.06552594442922337,27.84151108675738,247.2644401825413
1.8314069901510541,12.018083473413352,23.84546389974819,20.746223276434428,0.2622209704531616,21567891424.777508,0.2779848931057377,0.07422097045316163,33.507553447131144,100.0
1.5581821578826673,20.229142359746188,33.00253833641033,9.714750761638651,0.3496142794968273,4.3748048251857956e-10,0.33873035481131025,0.0600314323019036,31.943571324947122,125.39290377379498
1.585957777630576,17.277056795357296,28.9275330428466,16.088202458995237,0.32915585193035946,1.0439897728612378e-10,0.357250543231139,0.06644209875725422,28.846320994196624,100.0
1.6564499619024196,18.07100076195161,31.58686050288806,23.751497333169368,0.2978400304780643,1.7027577037237963e-10,0.3639289992380484,0.1257399542829035,29.928999238048394,471.5996952193567
1.80372496636857,13.091855820211986,25.29675302208019,18.04766352773318,0.2733271029516676,18120160164.590157,0.27590520693202375,0.06737249663685699,34.0,100.0
1.8075251431080788,15.625612138570325,29.90788531851667,23.380575003659477,0.32100863569651117,9.963769207494041e-11,0.30374245706757647,0.11938128577701962,27.353957140766013,100.0
